"year","state","county","D","O","R","total"
"2008","MISSOURI","WEBSTER",5685,240,10431,16356
"2008","MISSOURI","WORTH",427,40,707,1174
"2008","MISSOURI","WRIGHT",2557,173,5784,8514
"2008","MONTANA","BEAVERHEAD",1617,138,3008,4763
"2008","MONTANA","BIG HORN",3516,75,1628,5219
"2008","MONTANA","BLAINE",1702,173,1139,3014
"2008","MONTANA","BROADWATER",854,68,1853,2775
"2008","MONTANA","CARBON",2443,199,3108,5750
"2008","MONTANA","CARTER",111,182,573,866
"2008","MONTANA","CASCADE",17664,875,16857,35396
"2008","MONTANA","CHOUTEAU",1122,110,1634,2866
"2008","MONTANA","CUSTER",2267,168,3047,5482
"2008","MONTANA","DANIELS",343,36,694,1073
"2008","MONTANA","DAWSON",1593,218,2639,4450
"2008","MONTANA","DEER LODGE",3402,170,1502,5074
"2008","MONTANA","FALLON",318,157,1064,1539
"2008","MONTANA","FERGUS",1933,191,4108,6232
"2008","MONTANA","FLATHEAD",16138,2047,25559,43744
"2008","MONTANA","GALLATIN",24205,1386,22578,48169
"2008","MONTANA","GARFIELD",110,19,598,727
"2008","MONTANA","GLACIER",3423,97,1451,4971
"2008","MONTANA","GOLDEN VALLEY",124,25,343,492
"2008","MONTANA","GRANITE",601,104,1013,1718
"2008","MONTANA","HILL",3596,278,2787,6661
"2008","MONTANA","JEFFERSON",2582,221,3538,6341
"2008","MONTANA","JUDITH BASIN",397,38,801,1236
"2008","MONTANA","LAKE",6766,655,6498,13919
"2008","MONTANA","LEWIS AND CLARK",17114,1353,14966,33433
"2008","MONTANA","LIBERTY",367,40,594,1001
"2008","MONTANA","LINCOLN",3025,498,5704,9227
"2008","MONTANA","MADISON",1607,139,2822,4568
"2008","MONTANA","MCCONE",321,59,726,1106
"2008","MONTANA","MEAGHER",298,44,624,966
"2008","MONTANA","MINERAL",845,123,1053,2021
"2008","MONTANA","MISSOULA",36531,1830,20743,59104
"2008","MONTANA","MUSSELSHELL",636,89,1581,2306
"2008","MONTANA","PARK",4173,1266,4376,9815
"2008","MONTANA","PETROLEUM",68,5,227,300
"2008","MONTANA","PHILLIPS",638,163,1423,2224
"2008","MONTANA","PONDERA",1223,74,1588,2885
"2008","MONTANA","POWDER RIVER",208,394,802,1404
"2008","MONTANA","POWELL",1021,236,1683,2940
"2008","MONTANA","PRAIRIE",211,116,503,830
"2008","MONTANA","RAVALLI",8400,699,13002,22101
"2008","MONTANA","RICHLAND",1203,129,3184,4516
"2008","MONTANA","ROOSEVELT",2564,910,1473,4947
"2008","MONTANA","ROSEBUD",1919,123,1768,3810
"2008","MONTANA","SANDERS",1970,335,3563,5868
"2008","MONTANA","SHERIDAN",953,66,987,2006
"2008","MONTANA","SILVER BOW",11676,475,4818,16969
"2008","MONTANA","STILLWATER",1512,164,2991,4667
"2008","MONTANA","SWEET GRASS",541,264,1494,2299
"2008","MONTANA","TETON",1294,104,1874,3272
"2008","MONTANA","TOOLE",737,67,1317,2121
"2008","MONTANA","TREASURE",156,16,314,486
"2008","MONTANA","VALLEY",1645,660,2121,4426
"2008","MONTANA","WHEATLAND",289,37,657,983
"2008","MONTANA","WIBAUX",146,38,379,563
"2008","MONTANA","YELLOWSTONE",32038,1910,36483,70431
"2008","NEBRASKA","ADAMS",4685,273,8252,13210
"2008","NEBRASKA","ANTELOPE",757,45,2383,3185
"2008","NEBRASKA","ARTHUR",39,7,217,263
"2008","NEBRASKA","BANNER",62,6,348,416
"2008","NEBRASKA","BLAINE",43,7,266,316
"2008","NEBRASKA","BOONE",742,52,2042,2836
"2008","NEBRASKA","BOX BUTTE",1886,161,2932,4979
"2008","NEBRASKA","BOYD",250,21,839,1110
"2008","NEBRASKA","BROWN",311,48,1208,1567
"2008","NEBRASKA","BUFFALO",5867,329,13097,19293
"2008","NEBRASKA","BURT",1413,67,1907,3387
"2008","NEBRASKA","BUTLER",1190,92,2557,3839
"2008","NEBRASKA","CASS",4753,249,7120,12122
"2008","NEBRASKA","CEDAR",1190,72,2912,4174
"2008","NEBRASKA","CHASE",341,26,1477,1844
"2008","NEBRASKA","CHERRY",599,100,2360,3059
"2008","NEBRASKA","CHEYENNE",1173,94,3572,4839
"2008","NEBRASKA","CLAY",780,76,2177,3033
"2008","NEBRASKA","COLFAX",1125,60,2018,3203
"2008","NEBRASKA","CUMING",1274,81,2732,4087
"2008","NEBRASKA","CUSTER",1192,85,4301,5578
"2008","NEBRASKA","DAKOTA",2994,110,3292,6396
"2008","NEBRASKA","DAWES",1285,114,2376,3775
"2008","NEBRASKA","DAWSON",2399,127,5460,7986
"2008","NEBRASKA","DEUEL",243,18,732,993
"2008","NEBRASKA","DIXON",946,63,1785,2794
"2008","NEBRASKA","DODGE",6689,304,8557,15550
"2008","NEBRASKA","DOUGLAS",116810,3600,106291,226701
"2008","NEBRASKA","DUNDY",218,18,783,1019
"2008","NEBRASKA","FILLMORE",962,72,1913,2947
"2008","NEBRASKA","FRANKLIN",442,31,1079,1552
"2008","NEBRASKA","FRONTIER",349,21,1034,1404
"2008","NEBRASKA","FURNAS",556,47,1725,2328
"2008","NEBRASKA","GAGE",4473,252,5435,10160
"2008","NEBRASKA","GARDEN",283,11,844,1138
"2008","NEBRASKA","GARFIELD",212,18,800,1030
"2008","NEBRASKA","GOSPER",260,12,776,1048
"2008","NEBRASKA","GRANT",41,8,318,367
"2008","NEBRASKA","GREELEY",458,26,715,1199
"2008","NEBRASKA","HALL",7855,439,12977,21271
"2008","NEBRASKA","HAMILTON",1332,78,3389,4799
"2008","NEBRASKA","HARLAN",402,35,1329,1766
"2008","NEBRASKA","HAYES",85,7,461,553
"2008","NEBRASKA","HITCHCOCK",346,32,1001,1379
"2008","NEBRASKA","HOLT",1089,139,3746,4974
"2008","NEBRASKA","HOOKER",75,8,355,438
"2008","NEBRASKA","HOWARD",1083,66,1847,2996
"2008","NEBRASKA","JEFFERSON",1520,74,2103,3697
"2008","NEBRASKA","JOHNSON",914,54,1142,2110
"2008","NEBRASKA","KEARNEY",876,50,2224,3150
"2008","NEBRASKA","KEITH",974,52,2942,3968
"2008","NEBRASKA","KEYA PAHA",115,9,409,533
"2008","NEBRASKA","KIMBALL",439,26,1346,1811
"2008","NEBRASKA","KNOX",1255,101,2728,4084
"2008","NEBRASKA","LANCASTER",65734,2358,59398,127490
"2008","NEBRASKA","LINCOLN",5046,414,10817,16277
"2008","NEBRASKA","LOGAN",81,8,327,416
"2008","NEBRASKA","LOUP",86,5,302,393
"2008","NEBRASKA","MADISON",4142,248,9655,14045
"2008","NEBRASKA","MCPHERSON",45,8,240,293
"2008","NEBRASKA","MERRICK",986,70,2375,3431
"2008","NEBRASKA","MORRILL",557,69,1725,2351
"2008","NEBRASKA","NANCE",549,42,1116,1707
